ID_SUCURSAL;ID_NOMBRE_SUCURSAL;DIRECCION;LATITUD;LONGITUD;LOCALIDAD;PROVINCIA;NODO;LAT_NODO;LONG_NODO;ABONO_MENSUAL;Moneda;CPE_ARSAT;CPE_PROPONENTE;Moneda ;TIEMPO_IMPLEMENTACION;MARCA_CPE;MODELO_CPE;COSTO_CPE;VERIF_CARGA;CUIT;RAZON_SOCIAL;DTO_GLOBAL;;
2077;Jose V. Zapata;JosÈ Vicente Zapata Y San Juan;-32,895354;-68,837993;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;280,00;USD;380,00;500,00;USD;30;MikroTik;RB760iGS;121;Carga correcta;30708839627;Servicargas Mendoza SA;3†%;;
2077;Jose V. Zapata;JosÈ Vicente Zapata Y San Juan;-32,895354;-68,837993;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
2235;Lavalle (Mza);Belgrano 29;-32,721409;-68,594384;Lavalle;Mendoza;Villa Tulumaya;-32,7196639;-68,5893806;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
2400;Mendoza;Necochea 101;-32,887142;-68,839868;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;1.511,90;USD;0,00;6.615,00;USD;20;Huawei;ar6140s;6615;Carga correcta;20271269472;DestÈfani Jose Luis;20†%;;
2400;Mendoza;Necochea 101;-32,887142;-68,839868;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;280,00;USD;380,00;500,00;USD;30;MikroTik;RB760iGS;121;Carga correcta;30708839627;Servicargas Mendoza SA;3†%;;
2400;Mendoza;Necochea 101;-32,887142;-68,839868;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
2405;Ejercito De Los Andes;Avda. EspaÒa 1275;-32,888265;-68,841432;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;1.511,90;USD;0,00;6.615,00;USD;20;Huawei;ar6140s;6615;Carga correcta;20271269472;DestÈfani Jose Luis;20†%;;
2405;Ejercito De Los Andes;Avda. EspaÒa 1275;-32,888265;-68,841432;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;280,00;USD;380,00;500,00;USD;30;MikroTik;RB760iGS;121;Carga correcta;30708839627;Servicargas Mendoza SA;3†%;;
2405;Ejercito De Los Andes;Avda. EspaÒa 1275;-32,888265;-68,841432;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
3300;San Rafael;Avda. H. Yrigoyen 113;-34,613048;-68,338923;San Rafael;Mendoza;San Rafael;-34,6315472;-68,3438472;302,50;USD;250,00;500,00;USD;1;Mikrotik ;RB760iGS;250;Carga correcta;30611064604;CABLE TELEVISORA COLOR SA;5†%;;
3432;Sucursal ElectrÛnica Guaymallen;Juan B. Alberdi S/N, Entre Avda. Bandera De Los Andes Y Costanera;-32,895993;-68,830493;Guaymallen;Mendoza;Mendoza;-32,8831528;-68,828325;1.511,90;USD;0,00;6.615,00;USD;20;Huawei;ar6140s;6615;Carga correcta;20271269472;DestÈfani Jose Luis;20†%;;
3432;Sucursal ElectrÛnica Guaymallen;Juan B. Alberdi S/N, Entre Avda. Bandera De Los Andes Y Costanera;-32,895993;-68,830493;Guaymallen;Mendoza;Mendoza;-32,8831528;-68,828325;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
3576;Tribunales Mendoza;Patricias Mendocinas Y V. Del Carmen De Cuyo;-32,89743;-68,844305;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;1.511,90;USD;0,00;6.615,00;USD;20;Huawei;ar6140s;6615;Carga correcta;20271269472;DestÈfani Jose Luis;20†%;;
3576;Tribunales Mendoza;Patricias Mendocinas Y V. Del Carmen De Cuyo;-32,89743;-68,844305;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;280,00;USD;380,00;500,00;USD;30;MikroTik;RB760iGS;121;Carga correcta;30708839627;Servicargas Mendoza SA;3†%;;
3576;Tribunales Mendoza;Patricias Mendocinas Y V. Del Carmen De Cuyo;-32,89743;-68,844305;Mendoza;Mendoza;Mendoza;-32,8831528;-68,828325;72,60;USD;75,00;130,00;USD;15;HUAWEI;EchoLife HG8245W5;55;Carga correcta;30708243201;WAYCOM SA;;;
3583;Tribunales Provinc. De San Rafael;Las Heras 262;-34,620325;-68,328363;San Rafael;Mendoza;San Rafael;-34,6315472;-68,3438472;302,50;USD;250,00;500,00;USD;1;Mikrotik ;RB760iGS;250;Carga correcta;30611064604;CABLE TELEVISORA COLOR SA;5†%;;
1490;Chos Malal;Gral. Urquiza Y Sarmiento;-37,377814;-70,271966;Chos Malal;NeuquÈn;Chos Malal;-37,3669763;-70,2635599;250,00;USD;111,00;0,00;USD;10;SFP MIKROTIK;1.25G SFP 1310nm SM 20KM Dual fiber LC connector with DDM;1949,81;Carga correcta;30714375160;NEUTICS S.A.P.E.M.;;;
3840;Zapala;Avda. San MartÌn 401;-38,904656;-70,064063;Zapala;NeuquÈn;Zapala;-38,89735;-70,066825;600,00;USD;500,00;0,00;USD;8;0;0;0;Carga correcta;30714558079;SURPORAIRE;;;
1388;Catriel;Avda. San MartÌn 484;-37,88062;-67,79437;Catriel;Rio Negro;Catriel;-37,8830222;-67,8040639;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
1388;Catriel;Avda. San MartÌn 484;-37,88062;-67,79437;Catriel;Rio Negro;Catriel;-37,8830222;-67,8040639;500,00;USD;200,00;300,00;USD;30;HUAWEI;HG8145V5;120;Carga correcta;30716001691;MULTIMEDIOS DEL VALLE SRL TELCOCOM;10†%;;
1695;El Bolson;Avda. San MartÌn 2598;-41,9652;-71,53542;El Bolson;Rio Negro;El Bolson;-41,9729056;-71,5275167;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
2020;Ingeniero Jacobacci;Julio A.Roca 291;-41,3311;-69,54789;Ingeniero Jacobacci;Rio Negro;Ingeniero Jacobacci;-41,3345278;-69,5312222;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
2920;Rio Colorado;Belgrano Esq. H.Yrigoyen;-38,993462;-64,094727;Rio Colorado;Rio Negro;Rio Colorado;-38,983275;-64,1039472;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
2920;Rio Colorado;Belgrano Esq. H.Yrigoyen;-38,993462;-64,094727;Rio Colorado;Rio Negro;Rio Colorado;-38,983275;-64,1039472;500,00;USD;200,00;300,00;USD;30;HUAWEI;HG8145V5;120;Carga correcta;30716001691;MULTIMEDIOS DEL VALLE SRL TELCOCOM;10†%;;
3100;San Antonio Oeste;H. Yrigoyen Y C. Pellegrini;-40,729057;-64,944509;San Antonio Oeste;Rio Negro;San Antonio Oeste;-40,7293667;-64,9597944;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
3100;San Antonio Oeste;H. Yrigoyen Y C. Pellegrini;-40,729057;-64,944509;San Antonio Oeste;Rio Negro;San Antonio Oeste;-40,7293667;-64,9597944;500,00;USD;200,00;300,00;USD;30;HUAWEI;HG8145V5;120;Carga correcta;30716001691;MULTIMEDIOS DEL VALLE SRL TELCOCOM;10†%;;
3700;Viedma;San MartÌn 302;-40,807518;-62,99464;Viedma;Rio Negro;Viedma;-40,8218222;-63,0224389;280,00;USD;350,00;500,00;USD;30;Mikrotik;RB760iGS;150;Carga correcta;30711130655;ISP Group SRL;;;
3700;Viedma;San MartÌn 302;-40,807518;-62,99464;Viedma;Rio Negro;Viedma;-40,8218222;-63,0224389;500,00;USD;200,00;300,00;USD;30;HUAWEI;HG8145V5;120;Carga correcta;30716001691;MULTIMEDIOS DEL VALLE SRL TELCOCOM;10†%;;
3305;San Ramon De La Nueva Oran;Cnel. Eg¸es 598;-23,132906;-64,323168;San Ramon De La Nueva Oran;Salta;San Ramon De La Nueva Oran;-23,1574139;-64,3323333;40,00;USD;300,00;300,00;USD;5;V-SOL;V2804N-Z;300;Carga correcta;30708764163;ORAN TELEVISORA COLOR SRL;;;
1396;Caucete;Diag. Sarmiento 627;-31,649818;-68,282211;Caucete;San Juan;Caucete;-31,6434444;-68,2863278;180,00;USD;3.600,00;4.000,00;USD;20;Mikrotik;RB3011UiAS-RM;400;Carga correcta;30681700281;Interredes S.A.;;;
1396;Caucete;Diag. Sarmiento 627;-31,649818;-68,282211;Caucete;San Juan;Caucete;-31,6434444;-68,2863278;200,00;USD;200,00;500,00;USD;15;Mikrotik;RB4011iGS+RM;300;Carga correcta;30708794763;Intersat SA;;;
1401;Anexo Operativo San Juan;Avda. Libertador San MartÌn (Este) 320;-31,533674;-68,521735;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;180,00;USD;1.200,00;1.600,00;USD;10;Mikrotik;RB3011UiAS-RM;400;Carga correcta;30681700281;Interredes S.A.;;;
1401;Anexo Operativo San Juan;Avda. Libertador San MartÌn (Este) 320;-31,533674;-68,521735;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;200,00;USD;200,00;500,00;USD;15;Mikrotik;RB4011iGS+RM;300;Carga correcta;30708794763;Intersat SA;;;
1401;Anexo Operativo San Juan;Avda. Libertador San MartÌn (Este) 320;-31,533674;-68,521735;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;80,00;USD;420,00;950,00;USD;10;Mikrotik;RB 4011;350;Carga correcta;30709457477;XF COMUNICACIONES S.A.;;;
2060;Jachal;San Juan 653;-30,240934;-68,74653;Jachal;San Juan;San Jose De Jachal;-30,2339444;-68,747;180,00;USD;1.200,00;1.600,00;USD;10;Mikrotik;RB3011UiAS-RM;400;Carga correcta;30681700281;Interredes S.A.;;;
2060;Jachal;San Juan 653;-30,240934;-68,74653;Jachal;San Juan;San Jose De Jachal;-30,2339444;-68,747;250,00;USD;2.230,00;1.500,00;USD;20;Mikrotik;RB4011iGS+RM;300;Carga correcta;30708794763;Intersat SA;;;
3200;San Juan;Jujuy Sud 227;-31,53633;-68,52148;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;180,00;USD;1.200,00;1.600,00;USD;10;Mikrotik;RB3011UiAS-RM;400;Carga correcta;30681700281;Interredes S.A.;;;
3200;San Juan;Jujuy Sud 227;-31,53633;-68,52148;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;200,00;USD;200,00;500,00;USD;15;Mikrotik;RB4011iGS+RM;300;Carga correcta;30708794763;Intersat SA;;;
3200;San Juan;Jujuy Sud 227;-31,53633;-68,52148;San Juan;San Juan;San Juan;-31,5172388;-68,5119083;80,00;USD;420,00;950,00;USD;10;Mikrotik;RB 4011;350;Carga correcta;30709457477;XF COMUNICACIONES S.A.;;;
3830;Villa Sarmiento;Rivadavia 102;-31,980874;-68,426314;Villa Sarmiento;San Juan;Villa Media Agua;-31,9825833;-68,41995;180,00;USD;1.200,00;1.600,00;USD;10;Mikrotik;RB3011UiAS-RM;400;Carga correcta;30681700281;Interredes S.A.;;;
3830;Villa Sarmiento;Rivadavia 102;-31,980874;-68,426314;Villa Sarmiento;San Juan;Villa Media Agua;-31,9825833;-68,41995;200,00;USD;200,00;500,00;USD;15;Mikrotik;RB4011iGS+RM;300;Carga correcta;30708794763;Intersat SA;;;
3830;Villa Sarmiento;Rivadavia 102;-31,980874;-68,426314;Villa Sarmiento;San Juan;Villa Media Agua;-31,9825833;-68,41995;80,00;USD;420,00;950,00;USD;15;Mikrotik;RB 4011;350;Carga correcta;30709457477;XF COMUNICACIONES S.A.;;;
1697;El Calafate;Avda. Libertador Esq 7 De Diciembre S/N;-50,338421;-72,269361;Calafate;Santa Cruz;El Calafate;-50,3386361;-72,2545694;726,00;USD;0,00;195,22;USD;20;MICROTICK;RB960PGS;195,22;Carga correcta;30571437569;COOPERATIVA TELEFONICA DE CALAFATE LTDA.;;;
2215;Las Heras (Sc);Perito Moreno 542;-46,53946;-68,934258;Las Heras;Santa Cruz;Colonia Las Heras;-46,5436361;-68,9077333;320,00;USD;;1.490,00;USD;10;;ver EspecificaciÛn TÈcnica;;Falta campo obligatorio;30715863452;SS Servicios SAS;;;
2701;Perito Moreno;Avda. San MartÌn 2037;-46,586913;-70,926341;Perito Moreno;Santa Cruz;Perito Moreno;-46,5897849;-70,9136473;320,00;USD;;1.490,00;USD;10;;ver EspecificaciÛn TÈcnica;;Falta campo obligatorio;30715863452;SS Servicios SAS;;;
2705;Pico Truncado;Velez Sarsfield 245;-46,796224;-67,96018;Pico Truncado;Santa Cruz;Pico Truncado;-46,7923639;-67,9456667;360,00;USD;63,00;1.080,00;USD;45;MIKROTIK;CRS326-24G-2S+RM;1000;Carga correcta;30649825137;PARALELO 46 TV S.A ;10†%;;
2705;Pico Truncado;Velez Sarsfield 245;-46,796224;-67,96018;Pico Truncado;Santa Cruz;Pico Truncado;-46,7923639;-67,9456667;320,00;USD;;1.490,00;USD;10;;ver EspecificaciÛn TÈcnica;;Falta campo obligatorio;30715863452;SS Servicios SAS;;;
2940;Rio Gallegos;Avda. Presidente NÈstor Carlos Kirchner 799;-51,621102;-69,21382;Rio Gallegos;Santa Cruz;Rio Gallegos;-51,6240333;-69,23635;747,18;USD;5.795,00;5.795,00;USD;15;MikroTik;CCR2004;3099;Carga correcta;20134103117;ComTec Electronica de Fern·ndez Soler JosÈ Daniel;5†%;;
2940;Rio Gallegos;Avda. Presidente NÈstor Carlos Kirchner 799;-51,621102;-69,21382;Rio Gallegos;Santa Cruz;Rio Gallegos;-51,6240333;-69,23635;320,00;USD;;1.490,00;USD;10;;ver EspecificaciÛn TÈcnica;;Falta campo obligatorio;30715863452;SS Servicios SAS;;;
1070;AÒatuya;PueyrredÛn 102;-28,460967;-62,833669;AÒatuya;Santiago Del Estero;AÒatuya;-28,4642448;-62,8394316;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
1770;Fernandez;Avda. San MartÌn 202;-27,923834;-63,895811;Fernandez;Santiago Del Estero;Fernandez;-27,92865;-63,8811444;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
1800;Frias;Eva PerÛn 130;-28,637319;-65,134163;Frias;Santiago Del Estero;Frias;-28,6282778;-65,1291389;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
2832;Quimili;Moreno 10;-27,643612;-62,41332;Quimili;Santiago Del Estero;Quimili;-27,6409428;-62,4196355;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
3370;Santiago Del Estero;24 De Septiembre 201;-27,789381;-64,259194;Santiago Del Estero;Santiago Del Estero;Santiago Del Estero;-27,801075;-64,268625;474,33;USD;2.000,00;2.850,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
3472;Termas De Rio Hondo;Caseros 56;-27,498516;-64,860388;Rio Hondo;Santiago Del Estero;Termas De Rio Hondo;-27,4985806;-64,8661889;474,33;USD;1.500,00;2.350,00;USD;15;MikroTik ;RB5009UG+S+IN C/SFP ++;850;Carga correcta;30716161141;GESTION INTEGRAL DE PROYECTOS S.A.S.;5% y 3%;;
1542;Concepcion;EspaÒa 1498;-27,34624;-65,59338;Concepcion;Tucuman;Concepcion;-27,3451544;-65,5882498;310,00;USD;310,00;310,00;USD;30;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
2081;Juan Bautista Alberdi;Miguel M.Campero 337;-27,585953;-65,618127;Juan Bautista Alberdi;Tucuman;Juan Bautista Alberdi;-27,595528;-65,609583;310,00;USD;310,00;500,00;USD;45;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
2141;La Ciudadela;Avda. Alem 354 (S. M. Del Tucum·n);-26,833247;-65,219661;La Ciudadela;Tucuman;San Miguel De Tucuman;-26,843875;-65,2299888;310,00;USD;310,00;500,00;USD;30;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
2310;Lules;Doctor Eliseo Canton 21;-26,924562;-65,338956;Lules;Tucuman;San Isidro De Lules;-26,916075;-65,3348444;310,00;USD;310,00;310,00;USD;40;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
2490;Monteros;Belgrano 87;-27,167933;-65,496865;Monteros;Tucuman;Monteros;-27,16962221;-65,48888406;310,00;USD;310,00;500,00;USD;30;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
3265;San M. De Tucuman;San MartÌn 690;-26,829222;-65,207169;San Miguel De Tucuman;Tucuman;San Miguel De Tucuman;-26,843875;-65,2299888;310,00;USD;310,00;500,00;USD;30;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
3839;Yerba Buena;Avda. Aconquija 1695;-26,813334;-65,293667;Yerba Buena;Tucuman;Yerba Buena Tucuman Cambia Por San Pablo Catamarca;-26,811678;-65,265672;310,00;USD;310,00;500,00;USD;30;MIKROTIK;Rb760igs 5 ;180;Carga correcta;30685692828;TUCUMAN BBS SRL;;;
